rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef_loss,train/critic_loss,train/ent_coef,eval/mean_ep_length,eval/mean_reward
13399.593831240001,500.0,1012,452,1123,508000,0.0003,62200,-2736.4531005859376,0.007231597695499659,453.6476751708984,2.2852707290649414,,
13399.593831240001,500.0,1016,452,1123,508000,,,,,,,,
13273.529278799999,500.0,1020,452,1132,512000,0.0003,62700,-2737.694208984375,0.011893520038574934,466.7810931396484,2.2883861207962037,,
13273.529278799999,500.0,1024,452,1132,512000,,,,,,,,
13294.5745673,500.0,1028,452,1140,516000,0.0003,63200,-2744.194990234375,-0.009495054371654987,493.4266815185547,2.2768680810928346,,
13294.5745673,500.0,1032,452,1140,516000,,,,,,,,
13212.127375889999,500.0,1036,452,1149,520000,0.0003,63700,-2747.008212890625,0.009877717457711696,513.44859375,2.2688920545578,,
13212.127375889999,500.0,1040,452,1149,520000,,,,,,,,
13278.629611170001,500.0,1044,452,1157,524000,0.0003,64200,-2755.00302734375,0.018656072318553926,515.7040087890625,2.251413960456848,,
13278.629611170001,500.0,1048,452,1157,524000,,,,,,,,
13352.687219729998,500.0,1052,452,1166,528000,0.0003,64700,-2758.5481396484374,0.008904796577990055,510.87490112304687,2.2279198741912842,,
13352.687219729998,500.0,1056,452,1166,528000,,,,,,,,
13457.47895335,500.0,1060,452,1174,532000,0.0003,65200,-2761.617822265625,0.0020053642708808186,534.209326171875,2.2291725873947144,,
13457.47895335,500.0,1064,452,1174,532000,,,,,,,,
13508.924767100001,500.0,1068,452,1183,536000,0.0003,65700,-2769.6442138671873,-0.0043758988566696645,513.4837609863281,2.2106709909439086,,
13508.924767100001,500.0,1072,452,1183,536000,,,,,,,,
13728.942981130001,500.0,1076,453,1191,540000,0.0003,66200,-2775.296064453125,0.010371169475838542,499.1157067871094,2.1624599742889403,,
13728.942981130001,500.0,1080,453,1191,540000,,,,,,,,
13791.540463190002,500.0,1084,453,1200,544000,0.0003,66700,-2777.480029296875,0.00987025685608387,546.5026782226563,2.1526985788345336,,
13791.540463190002,500.0,1088,453,1200,544000,,,,,,,,
14059.07443632,500.0,1092,453,1208,548000,0.0003,67200,-2783.326513671875,8.838243782520294e-05,569.251675415039,2.123232374191284,,
14059.07443632,500.0,1096,453,1208,548000,,,,,,,,
14129.924088040001,500.0,1100,453,1217,552000,0.0003,67700,-2789.9969384765627,-0.0038074735552072526,605.2963702392578,2.1188928174972532,,
14129.924088040001,500.0,1104,453,1217,552000,,,,,,,,
14242.672245480002,500.0,1108,453,1226,556000,0.0003,68200,-2799.3187109375,0.0037353508546948432,593.1612976074218,2.0884440040588377,,
14242.672245480002,500.0,1112,453,1226,556000,,,,,,,,
,,,,,560000,0.0003,68700,-2794.6467041015626,0.01348099491558969,626.7780633544921,2.039467191696167,500.0,14628.1888286
14406.239956070001,500.0,1116,452,1238,560000,,,,,,,,
14406.239956070001,500.0,1120,452,1238,560000,,,,,,,,
14425.39275501,500.0,1124,452,1247,564000,0.0003,69200,-2807.2381689453123,0.0020028443075716497,646.7158624267578,1.9974129962921143,,
14425.39275501,500.0,1128,452,1247,564000,,,,,,,,
14379.104658239998,500.0,1132,452,1255,568000,0.0003,69700,-2807.5774951171875,-0.011256174687296151,652.0236938476562,1.97997043132782,,
14379.104658239998,500.0,1136,452,1255,568000,,,,,,,,
14321.76951763,500.0,1140,452,1264,572000,0.0003,70200,-2815.65623046875,0.010129064694046975,603.5371508789062,1.9704238677024841,,
14321.76951763,500.0,1144,452,1264,572000,,,,,,,,
14357.54518555,500.0,1148,452,1272,576000,0.0003,70700,-2819.4039501953125,0.020435305871069433,650.1710614013672,1.930128026008606,,
14357.54518555,500.0,1152,452,1272,576000,,,,,,,,
14261.89745975,500.0,1156,452,1280,580000,0.0003,71200,-2824.4431640625,0.01027685748413205,608.4644244384766,1.9037650632858276,,
14261.89745975,500.0,1160,452,1280,580000,,,,,,,,
14260.89931183,500.0,1164,452,1289,584000,0.0003,71700,-2827.8196337890627,-0.002916927025653422,640.9373193359374,1.9323053812980653,,
14260.89931183,500.0,1168,452,1289,584000,,,,,,,,
14130.845763219997,500.0,1172,452,1298,588000,0.0003,72200,-2833.440009765625,-0.007585058296099305,642.8054821777343,1.9254492783546449,,
14130.845763219997,500.0,1176,452,1298,588000,,,,,,,,
14117.54930341,500.0,1180,453,1306,592000,0.0003,72700,-2838.796630859375,0.00903737835586071,648.2633673095703,1.9440212798118592,,
14117.54930341,500.0,1184,453,1306,592000,,,,,,,,
14005.049063559996,500.0,1188,453,1315,596000,0.0003,73200,-2839.6135693359374,0.005533357947133482,688.6594488525391,1.924594702720642,,
14005.049063559996,500.0,1192,453,1315,596000,,,,,,,,
13974.90303915,500.0,1196,453,1323,600000,0.0003,73700,-2847.13435546875,0.0016650105081498622,681.6097369384765,1.9132955002784728,,
13974.90303915,500.0,1200,453,1323,600000,,,,,,,,
14149.680633410002,500.0,1204,453,1332,604000,0.0003,74200,-2848.062099609375,-0.0014775469060987233,708.6364538574219,1.925871317386627,,
14149.680633410002,500.0,1208,453,1332,604000,,,,,,,,
14124.625441019998,500.0,1212,453,1340,608000,0.0003,74700,-2850.4802978515627,0.0003525799699127674,718.5714855957032,1.8984535837173462,,
14124.625441019998,500.0,1216,453,1340,608000,,,,,,,,
14107.801399909997,500.0,1220,453,1349,612000,0.0003,75200,-2857.6020654296876,0.0012217219173908233,720.8989501953125,1.858291094303131,,
14107.801399909997,500.0,1224,453,1349,612000,,,,,,,,
14051.694653669998,500.0,1228,453,1357,616000,0.0003,75700,-2859.4770263671876,-0.00015515577048063277,733.9472680664062,1.845621726512909,,
14051.694653669998,500.0,1232,453,1357,616000,,,,,,,,
14110.43219131,500.0,1236,453,1366,620000,0.0003,76200,-2864.3696826171877,0.0033907063771039248,724.4741857910157,1.851155891418457,,
14110.43219131,500.0,1240,453,1366,620000,,,,,,,,
14242.440787509999,500.0,1244,453,1374,624000,0.0003,76700,-2863.1524365234377,-0.006969460770487785,718.7226287841797,1.8444667673110962,,
14242.440787509999,500.0,1248,453,1374,624000,,,,,,,,
14437.94788063,500.0,1252,454,1382,628000,0.0003,77200,-2869.6322900390624,-0.0005755514279007912,741.3128625488281,1.8453970789909362,,
14437.94788063,500.0,1256,454,1382,628000,,,,,,,,
14509.083919890003,500.0,1260,454,1391,632000,0.0003,77700,-2870.61142578125,-0.0015862720087170602,692.0760266113281,1.834624297618866,,
14509.083919890003,500.0,1264,454,1391,632000,,,,,,,,
14598.659959609997,500.0,1268,454,1399,636000,0.0003,78200,-2872.147099609375,-0.006569391544908285,717.3793267822266,1.8592857480049134,,
14598.659959609997,500.0,1272,454,1399,636000,,,,,,,,
,,,,,640000,0.0003,78700,-2880.02703125,-0.0008831822173669935,725.9592236328125,1.853986177444458,500.0,12880.3369146
14708.481708269997,500.0,1276,453,1412,640000,,,,,,,,
14708.481708269997,500.0,1280,453,1412,640000,,,,,,,,
14888.734223340003,500.0,1284,453,1420,644000,0.0003,79200,-2880.44646484375,0.008286136724054814,739.2184387207031,1.844004898071289,,
14888.734223340003,500.0,1288,453,1420,644000,,,,,,,,
14882.46606565,500.0,1292,453,1429,648000,0.0003,79700,-2889.0899365234377,0.012356334426440298,648.6661669921875,1.8332430934906006,,
14882.46606565,500.0,1296,453,1429,648000,,,,,,,,
14905.595814649998,500.0,1300,453,1437,652000,0.0003,80200,-2889.7367822265624,0.000647687022574246,704.8795715332031,1.8149590015411377,,
14905.595814649998,500.0,1304,453,1437,652000,,,,,,,,
14849.777165140002,500.0,1308,453,1446,656000,0.0003,80700,-2890.1709619140624,-0.001661371309310198,699.9024645996094,1.831228642463684,,
14849.777165140002,500.0,1312,453,1446,656000,,,,,,,,
14907.421150279999,500.0,1316,453,1455,660000,0.0003,81200,-2895.892646484375,-0.0023507477436214685,711.1539318847656,1.8368806266784667,,
14907.421150279999,500.0,1320,453,1455,660000,,,,,,,,
14903.649398830003,500.0,1324,453,1463,664000,0.0003,81700,-2900.2497900390626,-0.005237179379910231,683.3639910888672,1.8309575390815735,,
14903.649398830003,500.0,1328,453,1463,664000,,,,,,,,
14963.275609869997,500.0,1332,453,1472,668000,0.0003,82200,-2901.346181640625,0.002372522195801139,720.6918212890625,1.8441465759277345,,
14963.275609869997,500.0,1336,453,1472,668000,,,,,,,,
14957.722374359997,500.0,1340,453,1480,672000,0.0003,82700,-2904.3409912109373,0.0026061040814965965,737.982816772461,1.8330835056304933,,
14957.722374359997,500.0,1344,453,1480,672000,,,,,,,,
14989.433663239999,500.0,1348,453,1489,676000,0.0003,83200,-2905.008759765625,0.007514634011313319,652.0549658203125,1.8434128165245056,,
14989.433663239999,500.0,1352,453,1489,676000,,,,,,,,
14960.321866639995,500.0,1356,454,1497,680000,0.0003,83700,-2909.2478125,-0.013608981892466544,674.3934222412109,1.8349827933311462,,
14960.321866639995,500.0,1360,454,1497,680000,,,,,,,,
14999.673270079998,500.0,1364,454,1506,684000,0.0003,84200,-2914.9332958984373,-0.0036180373001843693,634.9171600341797,1.824825735092163,,
14999.673270079998,500.0,1368,454,1506,684000,,,,,,,,
14999.044764740001,500.0,1372,454,1514,688000,0.0003,84700,-2918.1880126953124,0.005611561061814427,651.6398571777344,1.8284846973419189,,
14999.044764740001,500.0,1376,454,1514,688000,,,,,,,,
14910.0894922,500.0,1380,454,1523,692000,0.0003,85200,-2916.182158203125,-0.0063781654462218285,648.8270294189454,1.8414408826828004,,
14910.0894922,500.0,1384,454,1523,692000,,,,,,,,
14916.356552810003,500.0,1388,454,1531,696000,0.0003,85700,-2917.6745458984374,0.004057205962017179,660.3607299804687,1.833766107559204,,
14916.356552810003,500.0,1392,454,1531,696000,,,,,,,,
14904.929961029997,500.0,1396,454,1540,700000,0.0003,86200,-2925.7968212890623,0.0005667897965759039,672.4729510498047,1.8487840270996094,,
14904.929961029997,500.0,1400,454,1540,700000,,,,,,,,
14972.415890830001,500.0,1404,454,1548,704000,0.0003,86700,-2929.584306640625,-0.0048667833674699065,646.5484490966796,1.8601421880722047,,
14972.415890830001,500.0,1408,454,1548,704000,,,,,,,,
15030.710906149996,500.0,1412,454,1557,708000,0.0003,87200,-2929.64091796875,-0.007574420627206564,622.0447442626953,1.8991599106788635,,
15030.710906149996,500.0,1416,454,1557,708000,,,,,,,,
15095.774211610002,500.0,1420,454,1565,712000,0.0003,87700,-2935.5861865234374,0.010645558815449476,623.7726977539063,1.9057694816589354,,
15095.774211610002,500.0,1424,454,1565,712000,,,,,,,,
15151.41592726,500.0,1428,454,1574,716000,0.0003,88200,-2936.6806884765624,-0.006343995351344347,603.1347009277343,1.882239499092102,,
15151.41592726,500.0,1432,454,1574,716000,,,,,,,,
,,,,,720000,0.0003,88700,-2941.0112158203124,-0.006697573121637106,630.9532189941406,1.901187343597412,500.0,12599.079509599998
15188.11634252,500.0,1436,453,1586,720000,,,,,,,,
15188.11634252,500.0,1440,453,1586,720000,,,,,,,,
15006.667060210002,500.0,1444,453,1594,724000,0.0003,89200,-2941.5302685546876,0.0037383861560374497,655.3879797363281,1.9249457907676697,,
15006.667060210002,500.0,1448,453,1594,724000,,,,,,,,
15002.124172180002,500.0,1452,454,1603,728000,0.0003,89700,-2940.2458544921874,-0.00547534829005599,651.3414996337891,1.9430689787864686,,
15002.124172180002,500.0,1456,454,1603,728000,,,,,,,,
14967.913407240003,500.0,1460,454,1611,732000,0.0003,90200,-2942.6065869140625,-0.010147926174104214,614.9361614990235,1.9748319268226624,,
14967.913407240003,500.0,1464,454,1611,732000,,,,,,,,
14934.61480676,500.0,1468,454,1620,736000,0.0003,90700,-2943.448994140625,0.0010130620747804643,625.7323114013672,1.9940791749954223,,
14934.61480676,500.0,1472,454,1620,736000,,,,,,,,
14936.087052659997,500.0,1476,454,1628,740000,0.0003,91200,-2947.8678466796873,-0.0013590360060334206,635.1379852294922,2.008838081359863,,
14936.087052659997,500.0,1480,454,1628,740000,,,,,,,,
15070.402342450005,500.0,1484,454,1637,744000,0.0003,91700,-2950.7865625,-0.008141348082572221,593.9287646484376,2.0225178956985475,,
15070.402342450005,500.0,1488,454,1637,744000,,,,,,,,
14976.05488038,500.0,1492,454,1645,748000,0.0003,92200,-2949.607431640625,0.004813611358404159,612.9623297119141,2.04398663520813,,
14976.05488038,500.0,1496,454,1645,748000,,,,,,,,
15070.24146182,500.0,1500,454,1654,752000,0.0003,92700,-2949.9541259765624,9.701203554868699e-05,623.5771063232422,2.052439661026001,,
15070.24146182,500.0,1504,454,1654,752000,,,,,,,,
15078.82042334,500.0,1508,454,1662,756000,0.0003,93200,-2950.26505859375,0.006087261401116848,606.4646313476562,2.0659335470199585,,
15078.82042334,500.0,1512,454,1662,756000,,,,,,,,
15033.831296239998,500.0,1516,454,1671,760000,0.0003,93700,-2955.227587890625,-0.014827012047171594,599.2567297363281,2.111540265083313,,
15033.831296239998,500.0,1520,454,1671,760000,,,,,,,,
15026.78499252,500.0,1524,454,1679,764000,0.0003,94200,-2951.250302734375,-0.0061847751028835775,600.21638671875,2.141911368370056,,
15026.78499252,500.0,1528,454,1679,764000,,,,,,,,
14954.991499939999,500.0,1532,454,1688,768000,0.0003,94700,-2953.4088623046873,9.316308423876763e-05,558.7221661376954,2.12742949962616,,
14954.991499939999,500.0,1536,454,1688,768000,,,,,,,,
14999.122202750003,500.0,1540,454,1696,772000,0.0003,95200,-2954.830166015625,-0.003163756299763918,561.2396276855469,2.146502022743225,,
14999.122202750003,500.0,1544,454,1696,772000,,,,,,,,
15129.36774223,500.0,1548,455,1705,776000,0.0003,95700,-2954.4784033203123,-0.004625166356563568,600.4667022705078,2.166188244819641,,
15129.36774223,500.0,1552,455,1705,776000,,,,,,,,
15184.3836995,500.0,1556,455,1713,780000,0.0003,96200,-2955.651318359375,-0.005074104089289904,588.8114483642578,2.1516451406478883,,
15184.3836995,500.0,1560,455,1713,780000,,,,,,,,
15213.658326509998,500.0,1564,455,1722,784000,0.0003,96700,-2955.881025390625,-0.019443786460906266,588.5606512451172,2.1770269536972044,,
15213.658326509998,500.0,1568,455,1722,784000,,,,,,,,
15141.068267600003,500.0,1572,455,1730,788000,0.0003,97200,-2959.0840087890624,-0.015253783324733377,630.1175537109375,2.1744958925247193,,
15141.068267600003,500.0,1576,455,1730,788000,,,,,,,,
15081.123965910001,500.0,1580,455,1739,792000,0.0003,97700,-2959.9244091796877,-0.002625971361994743,550.4298052978515,2.187001943588257,,
15081.123965910001,500.0,1584,455,1739,792000,,,,,,,,
15055.279005240001,500.0,1588,455,1747,796000,0.0003,98200,-2962.107998046875,0.0035521561093628407,561.2522479248047,2.212471089363098,,
15055.279005240001,500.0,1592,455,1747,796000,,,,,,,,
,,,,,800000,0.0003,98700,-2961.2957373046875,0.017278850600123404,553.5308471679688,2.213207983970642,500.0,13611.450765800002
15062.786807069997,500.0,1596,454,1760,800000,,,,,,,,
15062.786807069997,500.0,1600,454,1760,800000,,,,,,,,
15037.986256599997,500.0,1604,454,1768,804000,0.0003,99200,-2965.088486328125,-0.002247054744511843,553.1502124023438,2.202284321784973,,
15037.986256599997,500.0,1608,454,1768,804000,,,,,,,,
14941.69444994,500.0,1612,454,1776,808000,0.0003,99700,-2966.9419873046877,-0.002132710302248597,582.3195953369141,2.247191243171692,,
14941.69444994,500.0,1616,454,1776,808000,,,,,,,,
14892.485189250003,500.0,1620,454,1785,812000,0.0003,100200,-2966.7193994140625,-0.005166385322809219,589.9284631347656,2.239861626625061,,
14892.485189250003,500.0,1624,454,1785,812000,,,,,,,,
14810.32234874,500.0,1628,454,1793,816000,0.0003,100700,-2967.5791796875,0.0007820163480937481,549.0268737792969,2.2439474868774414,,
14810.32234874,500.0,1632,454,1793,816000,,,,,,,,
14787.555788609996,500.0,1636,454,1802,820000,0.0003,101200,-2965.8514208984375,-0.00919374231249094,542.067197265625,2.2907397317886353,,
14787.555788609996,500.0,1640,454,1802,820000,,,,,,,,
14728.74986328,500.0,1644,454,1811,824000,0.0003,101700,-2965.871201171875,0.0050842718593776225,580.8528631591797,2.3039025974273684,,
14728.74986328,500.0,1648,454,1811,824000,,,,,,,,
14558.39263728,500.0,1652,455,1819,828000,0.0003,102200,-2969.47310546875,0.0033333359472453596,528.5488549804687,2.2961438941955565,,
14558.39263728,500.0,1656,455,1819,828000,,,,,,,,
14412.903990730001,500.0,1660,455,1828,832000,0.0003,102700,-2965.33349609375,0.003718423992395401,558.9397784423828,2.285247802734375,,
14412.903990730001,500.0,1664,455,1828,832000,,,,,,,,
14356.386430130005,500.0,1668,455,1836,836000,0.0003,103200,-2960.3679296875,0.002355578728020191,558.2572686767578,2.2648366355895995,,
14356.386430130005,500.0,1672,455,1836,836000,,,,,,,,
14387.94224781,500.0,1676,455,1845,840000,0.0003,103700,-2961.9528369140626,-0.005490139927715063,596.486806640625,2.2959371042251586,,
14387.94224781,500.0,1680,455,1845,840000,,,,,,,,
14335.66827932,500.0,1684,455,1853,844000,0.0003,104200,-2961.7036181640624,-0.00010815922170877457,614.6604125976562,2.284474115371704,,
14335.66827932,500.0,1688,455,1853,844000,,,,,,,,
14288.521667890003,500.0,1692,455,1862,848000,0.0003,104700,-2963.0910888671874,0.005180115215480328,574.4266149902344,2.2884199666976928,,
14288.521667890003,500.0,1696,455,1862,848000,,,,,,,,
14180.48175396,500.0,1700,455,1870,852000,0.0003,105200,-2961.237890625,-0.006287963781505823,598.1336395263672,2.3221686553955077,,
14180.48175396,500.0,1704,455,1870,852000,,,,,,,,
14092.843441740002,500.0,1708,455,1878,856000,0.0003,105700,-2959.7261669921877,0.011464002933353186,575.576123046875,2.3347385358810424,,
14092.843441740002,500.0,1712,455,1878,856000,,,,,,,,
14029.59196753,500.0,1716,455,1887,860000,0.0003,106200,-2956.7611083984375,-0.00683437267318368,596.6734411621094,2.365999073982239,,
14029.59196753,500.0,1720,455,1887,860000,,,,,,,,
14087.327577059998,500.0,1724,455,1895,864000,0.0003,106700,-2957.4409521484376,0.002367908079177141,628.5143060302735,2.4102217817306517,,
14087.327577059998,500.0,1728,455,1895,864000,,,,,,,,
14138.299991909997,500.0,1732,455,1904,868000,0.0003,107200,-2952.2286767578125,-0.009426612537354231,639.8750164794922,2.4415214395523073,,
14138.299991909997,500.0,1736,455,1904,868000,,,,,,,,
14146.794147229997,500.0,1740,455,1912,872000,0.0003,107700,-2951.290419921875,0.006682573333382607,606.5968634033203,2.492833490371704,,
14146.794147229997,500.0,1744,455,1912,872000,,,,,,,,
14260.09873649,500.0,1748,455,1921,876000,0.0003,108200,-2952.67494140625,-0.004599230848252773,618.1566632080078,2.4904045391082765,,
14260.09873649,500.0,1752,455,1921,876000,,,,,,,,
,,,,,880000,0.0003,108700,-2948.6255810546877,0.0013202890846878291,641.6020324707031,2.5041168546676635,500.0,13648.70502
14381.38324482,500.0,1756,455,1933,880000,,,,,,,,
14381.38324482,500.0,1760,455,1933,880000,,,,,,,,
14446.130328359997,500.0,1764,455,1942,884000,0.0003,109200,-2949.172060546875,-0.007584404963999987,660.3969604492188,2.533040189743042,,
14446.130328359997,500.0,1768,455,1942,884000,,,,,,,,
14433.048167660001,500.0,1772,455,1950,888000,0.0003,109700,-2948.166767578125,0.0016501524671912193,601.6283056640625,2.5521195125579834,,
14433.048167660001,500.0,1776,455,1950,888000,,,,,,,,
14389.923491130001,500.0,1780,455,1958,892000,0.0003,110200,-2946.612900390625,0.009166022818535567,620.2234783935547,2.5548462152481077,,
14389.923491130001,500.0,1784,455,1958,892000,,,,,,,,
14461.384570639997,500.0,1788,455,1967,896000,0.0003,110700,-2942.269130859375,-0.0059178430214524265,621.7157092285156,2.5664232301712038,,
14461.384570639997,500.0,1792,455,1967,896000,,,,,,,,
14398.934581570002,500.0,1796,455,1975,900000,0.0003,111200,-2945.98427734375,-0.0006911433674395085,625.7173675537109,2.5764570236206055,,
14398.934581570002,500.0,1800,455,1975,900000,,,,,,,,
14466.37520989,500.0,1804,455,1984,904000,0.0003,111700,-2938.628115234375,-0.0036344668827950955,634.0958831787109,2.593844566345215,,
14466.37520989,500.0,1808,455,1984,904000,,,,,,,,
14615.319475939998,500.0,1812,455,1992,908000,0.0003,112200,-2938.6543115234376,0.007104535717517137,657.0719384765625,2.6260593271255495,,
14615.319475939998,500.0,1816,455,1992,908000,,,,,,,,
14577.654318280001,500.0,1820,455,2001,912000,0.0003,112700,-2936.6591357421876,0.0019370788894593717,666.6901922607422,2.628505549430847,,
14577.654318280001,500.0,1824,455,2001,912000,,,,,,,,
14426.885713900001,500.0,1828,455,2009,916000,0.0003,113200,-2935.02498046875,-0.011009446419775486,658.8040490722656,2.6743415880203245,,
14426.885713900001,500.0,1832,455,2009,916000,,,,,,,,
14329.62177507,500.0,1836,455,2018,920000,0.0003,113700,-2927.3981689453126,-0.011953085474669934,730.2462451171875,2.687219099998474,,
14329.62177507,500.0,1840,455,2018,920000,,,,,,,,
14350.856459049997,500.0,1844,455,2026,924000,0.0003,114200,-2926.8459130859374,0.005000629052519798,688.7836199951172,2.689990382194519,,
14350.856459049997,500.0,1848,455,2026,924000,,,,,,,,
14392.05726145,500.0,1852,455,2035,928000,0.0003,114700,-2922.663232421875,-0.015810285694897175,746.2483599853516,2.6564461612701415,,
14392.05726145,500.0,1856,455,2035,928000,,,,,,,,
14439.197003339998,500.0,1860,456,2043,932000,0.0003,115200,-2925.5115234375,-0.004278436191380024,711.31849609375,2.689069309234619,,
14439.197003339998,500.0,1864,456,2043,932000,,,,,,,,
14435.742898829998,500.0,1868,456,2052,936000,0.0003,115700,-2918.994072265625,0.010163746047765017,710.6656280517578,2.6889215755462645,,
14435.742898829998,500.0,1872,456,2052,936000,,,,,,,,
14396.21899182,500.0,1876,456,2061,940000,0.0003,116200,-2919.77521484375,-0.01332012753933668,735.0491400146484,2.680770506858826,,
14396.21899182,500.0,1880,456,2061,940000,,,,,,,,
14558.27325893,500.0,1884,456,2069,944000,0.0003,116700,-2918.589892578125,0.0006037720292806626,699.9139678955078,2.6859385204315185,,
14558.27325893,500.0,1888,456,2069,944000,,,,,,,,
14532.1091481,500.0,1892,456,2078,948000,0.0003,117200,-2910.646513671875,-0.01519870525225997,778.4393103027344,2.6820183849334716,,
14532.1091481,500.0,1896,456,2078,948000,,,,,,,,
14482.920894559998,500.0,1900,456,2086,952000,0.0003,117700,-2911.3175244140625,-0.0012770136818289757,775.2687286376953,2.667186779975891,,
14482.920894559998,500.0,1904,456,2086,952000,,,,,,,,
14598.095797260003,500.0,1908,456,2095,956000,0.0003,118200,-2911.1091357421874,0.00800782848149538,752.0879211425781,2.6759157943725587,,
14598.095797260003,500.0,1912,456,2095,956000,,,,,,,,
,,,,,960000,0.0003,118700,-2911.1112255859375,0.006128328833729029,739.0743359375,2.668444676399231,500.0,15714.609798200001
14659.014489349998,500.0,1916,455,2107,960000,,,,,,,,
14659.014489349998,500.0,1920,455,2107,960000,,,,,,,,
14702.889541970002,500.0,1924,455,2115,964000,0.0003,119200,-2908.3439453125,0.006320675350725651,776.8486126708984,2.6650688648223877,,
14702.889541970002,500.0,1928,455,2115,964000,,,,,,,,
14843.8995496,500.0,1932,455,2124,968000,0.0003,119700,-2905.29376953125,-0.0007186435163021087,784.5598992919922,2.649935746192932,,
14843.8995496,500.0,1936,455,2124,968000,,,,,,,,
14943.843842190001,500.0,1940,455,2132,972000,0.0003,120200,-2904.752255859375,-0.018659854996949433,805.0693444824219,2.6817088460922243,,
14943.843842190001,500.0,1944,455,2132,972000,,,,,,,,
14897.12431825,500.0,1948,455,2140,976000,0.0003,120700,-2899.1148876953125,0.003288669493049383,836.8186950683594,2.6968631744384766,,
14897.12431825,500.0,1952,455,2140,976000,,,,,,,,
14867.824781389998,500.0,1956,455,2149,980000,0.0003,121200,-2899.2287353515626,-0.007844393029808999,841.0313269042969,2.695339207649231,,
14867.824781389998,500.0,1960,455,2149,980000,,,,,,,,
14907.626500639999,500.0,1964,455,2157,984000,0.0003,121700,-2897.189599609375,-0.00263456292450428,841.5944384765625,2.6831199407577513,,
14907.626500639999,500.0,1968,455,2157,984000,,,,,,,,
14992.738501880001,500.0,1972,456,2166,988000,0.0003,122200,-2898.3867041015624,0.002571662329137325,782.821900024414,2.658385043144226,,
14992.738501880001,500.0,1976,456,2166,988000,,,,,,,,
15097.929057770001,500.0,1980,456,2175,992000,0.0003,122700,-2899.73763671875,0.010530949477106333,842.7363500976562,2.645865774154663,,
15097.929057770001,500.0,1984,456,2175,992000,,,,,,,,
15139.876035939997,500.0,1988,456,2183,996000,0.0003,123200,-2895.8964697265624,0.019055680222809315,832.8707006835938,2.6296351146698,,
15139.876035939997,500.0,1992,456,2183,996000,,,,,,,,
15250.815040430001,500.0,1996,456,2192,1000000,0.0003,123700,-2897.300986328125,0.013030826300382613,832.467924194336,2.6070761108398437,,
15250.815040430001,500.0,2000,456,2192,1000000,,,,,,,,
